ECRef,RegulatedEntityName,ReportingPeriodName,RegulatedEntityType,TotalExpenditure,DateIncurred,ExpenseCategoryName,SupplierName,FullAddress,AmountInEngland,AmountInScotland,AmountInWales,AmountInNorthernIreland,DateOfClaimForPayment,DatePaid,RedactedSupportingInvoiceId,RegulatedEntityId,SupplierId,JointCampaignName,UnregisteredCampaignerName,CampaigningName,IsOutsideSection75
SP0540868,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,"£1,378.00",10/12/2019,Overheads and general administration,Park Communications Ltd,"Alpine Way, London, E6 6LA, United Kingdom","£1,378.00",£0.00,£0.00,£0.00,10/12/2019,10/01/2020,71604.0,90,68290,,,,False
SP0540867,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,"£5,417.33",08/12/2019,Unsolicited material to electors,Stannp Ltd,"Unit 12 Taw Trade Park, Braunton Road, Barnstaple, EX31 1JZ, United Kingdom","£5,417.33",£0.00,£0.00,£0.00,09/12/2019,06/01/2020,71603.0,90,68371,,,,False
SP0540866,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,£237.73,18/11/2019,Unsolicited material to electors,Bishops Printers Ltd,"Spa House, Walton Road, Farlington, PORTSMOUTH, PO6 1TR, United Kingdom",£237.73,£0.00,£0.00,£0.00,18/11/2019,22/11/2019,71602.0,90,68288,,,,False
SP0540865,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,"£3,492.42",04/11/2019,Unsolicited material to electors,Park Communications Ltd,"Alpine Way, London, E6 6LA, United Kingdom","£3,492.42",£0.00,£0.00,£0.00,29/11/2019,19/12/2019,71601.0,90,68290,,,,False
SP0540864,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,£525.83,18/11/2019,Unsolicited material to electors,Park Communications Ltd,"Alpine Way, London, E6 6LA, United Kingdom",£525.83,£0.00,£0.00,£0.00,29/11/2019,18/12/2019,71600.0,90,68290,,,,False
SP0540863,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,£323.54,17/11/2019,Unsolicited material to electors,Mortons Media Group Ltd,"Media Centre, Morton Way, Horncastle, LN9 6JR, United Kingdom",£323.54,£0.00,£0.00,£0.00,14/12/2019,10/01/2020,71599.0,90,68080,,,,False
SP0540862,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,£550.00,01/11/2019,Unsolicited material to electors,Park Communications Ltd,"Alpine Way, London, E6 6LA, United Kingdom",£550.00,£0.00,£0.00,£0.00,29/11/2019,19/12/2019,71598.0,90,68290,,,,False
SP0540855,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,"£3,564.00",07/11/2019,Advertising,Humphreys Signs Ltd,"Unit 7, Colomendy Industrial Estate, Rhyl Road, DENBIGH, DENBIGH, LL16 5TA, United Kingdom","£3,564.00",£0.00,£0.00,£0.00,13/11/2019,10/01/2020,71597.0,90,68282,,,,False
SP0540853,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,"£1,483.00",10/12/2019,Overheads and general administration,Park Communications Ltd,"Alpine Way, London, E6 6LA, United Kingdom","£1,483.00",£0.00,£0.00,£0.00,10/12/2019,10/01/2020,71596.0,90,68290,,,,False
SP0540852,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,£237.73,14/11/2019,Unsolicited material to electors,Bishops Printers Ltd,"Spa House, Walton Road, Farlington, PORTSMOUTH, PO6 1TR, United Kingdom",£237.73,£0.00,£0.00,£0.00,18/11/2019,22/11/2019,71595.0,90,68288,,,,False
SP0540851,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,"£3,196.76",04/11/2019,Unsolicited material to electors,Park Communications Ltd,"Alpine Way, London, E6 6LA, United Kingdom","£3,196.76",£0.00,£0.00,£0.00,30/11/2019,17/12/2019,71594.0,90,68290,,,,False
SP0540850,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,£470.50,18/11/2019,Unsolicited material to electors,Park Communications Ltd,"Alpine Way, London, E6 6LA, United Kingdom",£470.50,£0.00,£0.00,£0.00,29/11/2019,17/12/2019,71593.0,90,68290,,,,False
SP0540848,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,£550.00,01/11/2019,Unsolicited material to electors,Park Communications Ltd,"Alpine Way, London, E6 6LA, United Kingdom",£550.00,£0.00,£0.00,£0.00,29/11/2019,29/11/2019,71592.0,90,68290,,,,False
SP0540841,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,"£1,008.00",03/11/2019,Advertising,Letter Workshop Limited t/a Election Workshop,"Unit 3, Sheffield Street, MANCHESTER, MANCHESTER, M1 2ND, United Kingdom","£1,008.00",£0.00,£0.00,£0.00,03/11/2019,10/01/2020,71591.0,90,68079,,,,False
SP0540840,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,£643.11,09/12/2019,Advertising,Liberal Democrat Image,"24 Cheyne Way, FARNBOROUGH, GU14 8RX, United Kingdom",£643.11,£0.00,£0.00,£0.00,09/12/2019,09/12/2019,71590.0,90,75294,,,,False
SP0540839,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,"£1,020.00",25/11/2019,Advertising,Sarsen Press Ltd.,"22 Hyde Street, Winchester, Hampshire, SO23 7DR, United Kingdom","£1,020.00",£0.00,£0.00,£0.00,25/11/2019,10/01/2020,71589.0,90,54161,,,,False
SP0540838,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,"£3,564.00",07/11/2019,Advertising,Humphreys Signs Ltd,"Unit 7, Colomendy Industrial Estate, Rhyl Road, DENBIGH, DENBIGH, LL16 5TA, United Kingdom","£3,564.00",£0.00,£0.00,£0.00,13/11/2019,29/11/2019,71588.0,90,68282,,,,False
SP0540837,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,"£1,537.74",18/11/2019,Advertising,Alsford Timber Ltd,"14 Sheen Lane, Mortlake, London, SW14 8LW, United Kingdom","£1,537.74",£0.00,£0.00,£0.00,18/11/2019,18/11/2019,71587.0,90,76748,,,,False
SP0540825,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,£220.00,08/12/2019,Unsolicited material to electors,Chelmsford Liberal Independent Print Society,"61 Galleywood Road, Chelmsford, CM2 8BY, United Kingdom",£220.00,£0.00,£0.00,£0.00,17/12/2019,08/01/2020,71586.0,90,76746,,,,False
SP0540824,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,£213.30,02/12/2019,Unsolicited material to electors,Chelmsford Liberal Independent Print Society,"61 Galleywood Road, Chelmsford, CM2 8BY, United Kingdom",£213.30,£0.00,£0.00,£0.00,17/12/2019,08/01/2020,71585.0,90,76746,,,,False
SP0540823,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,£529.00,10/12/2019,Unsolicited material to electors,Park Communications Ltd,"Alpine Way, London, E6 6LA, United Kingdom",£529.00,£0.00,£0.00,£0.00,11/12/2019,09/01/2020,71584.0,90,68290,,,,False
SP0540820,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,"£2,323.34",05/12/2019,Unsolicited material to electors,Stannp Ltd,"Unit 12 Taw Trade Park, Braunton Road, Barnstaple, EX31 1JZ, United Kingdom","£2,323.34",£0.00,£0.00,£0.00,05/12/2019,05/12/2019,71583.0,90,68371,,,,False
SP0540819,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,"£1,295.00",02/12/2019,Unsolicited material to electors,Postal Choices Ltd t/a Onepost,"Unit G8, Bolingbroke Way, Patchway, Bristol, BS34 6FE, United Kingdom","£1,295.00",£0.00,£0.00,£0.00,02/12/2019,23/12/2019,71582.0,90,68100,,,,False
SP0540818,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,"£3,107.98",05/11/2019,Unsolicited material to electors,Park Communications Ltd,"Alpine Way, London, E6 6LA, United Kingdom","£3,107.98",£0.00,£0.00,£0.00,30/11/2019,28/12/2019,71581.0,90,68290,,,,False
SP0540817,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,£455.00,26/11/2019,Unsolicited material to electors,Mortons Media Group Ltd,"Media Centre, Morton Way, Horncastle, LN9 6JR, United Kingdom",£455.00,£0.00,£0.00,£0.00,30/11/2019,16/12/2019,71580.0,90,68080,,,,False
SP0540814,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,£417.00,06/12/2019,Unsolicited material to electors,D2D Distribution Ltd,"2-4 St Peters Street, St Albans, AL1 3LF, United Kingdom",£417.00,£0.00,£0.00,£0.00,10/12/2019,09/01/2020,71579.0,90,68494,,,,False
SP0540813,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,£357.00,06/12/2019,Unsolicited material to electors,D2D Distribution Ltd,"2-4 St Peters Street, St Albans, AL1 3LF, United Kingdom",£357.00,£0.00,£0.00,£0.00,10/12/2019,09/01/2020,71578.0,90,68494,,,,False
SP0540810,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,£663.75,12/11/2019,Unsolicited material to electors,Sharman & Company Ltd,"Newark Rd, Eastern Industry, Peterborough, Cambridgeshire, PE1 5TD, United Kingdom",£663.75,£0.00,£0.00,£0.00,12/11/2019,25/11/2019,71577.0,90,68405,,,,False
SP0540809,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,£318.60,07/11/2019,Unsolicited material to electors,Dor-2-Dor,"Unit 64 Coldharbour Lane, Harpenden, AL5 4UN, United Kingdom",£318.60,£0.00,£0.00,£0.00,07/11/2019,08/11/2019,71576.0,90,76745,,,,False
SP0540808,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,£247.97,31/10/2019,Unsolicited material to electors,A.G.A Print Ltd t/a Solopress,"9-1 Stock Road, SOUTHEND-ON-SEA, SS2 5QF, United Kingdom",£247.97,£0.00,£0.00,£0.00,01/11/2019,02/11/2019,71575.0,90,75940,,,,False
SP0540807,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,£302.37,30/10/2019,Unsolicited material to electors,A.G.A Print Ltd t/a Solopress,"9-1 Stock Road, SOUTHEND-ON-SEA, SS2 5QF, United Kingdom",£302.37,£0.00,£0.00,£0.00,31/10/2019,31/10/2019,71574.0,90,75940,,,,False
SP0540794,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,£240.00,14/11/2019,Advertising,Liberal Democrat Image,"24 Cheyne Way, FARNBOROUGH, GU14 8RX, United Kingdom",£240.00,£0.00,£0.00,£0.00,14/11/2019,15/11/2019,71573.0,90,75294,,,,False
SP0540792,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,£637.50,24/10/2019,Advertising,Liberal Democrat Image,"24 Cheyne Way, FARNBOROUGH, GU14 8RX, United Kingdom",£637.50,£0.00,£0.00,£0.00,24/10/2019,25/10/2019,71572.0,90,75294,,,,False
SP0540790,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,"£2,978.66",17/11/2019,Unsolicited material to electors,Park Communications Ltd,"Alpine Way, London, E6 6LA, United Kingdom","£2,978.66",£0.00,£0.00,£0.00,30/11/2019,17/12/2019,71571.0,90,68290,,,,False
SP0540786,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,£488.00,30/11/2019,Unsolicited material to electors,Park Communications Ltd,"Alpine Way, London, E6 6LA, United Kingdom",£488.00,£0.00,£0.00,£0.00,12/11/2019,27/12/2019,71570.0,90,68290,,,,False
SP0540785,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,£525.00,26/11/2019,Unsolicited material to electors,Mortons Media Group Ltd,"Media Centre, Morton Way, Horncastle, LN9 6JR, United Kingdom",£525.00,£0.00,£0.00,£0.00,29/11/2019,27/12/2019,71569.0,90,68080,,,,False
SP0540784,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,£511.50,11/11/2019,Unsolicited material to electors,Park Communications Ltd,"Alpine Way, London, E6 6LA, United Kingdom",£511.50,£0.00,£0.00,£0.00,29/11/2019,27/11/2019,71568.0,90,68290,,,,False
SP0540783,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,"£2,110.50",20/11/2019,Unsolicited material to electors,Whittington Moor Printing Works Ltd,"Unit 5, Stonegravels Lane, Chesterfield, S41 7LF, United Kingdom","£2,110.50",£0.00,£0.00,£0.00,30/11/2019,08/01/2019,71567.0,90,68087,,,,False
SP0540782,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,"£2,145.00",11/11/2019,Unsolicited material to electors,Whittington Moor Printing Works Ltd,"Unit 5, Stonegravels Lane, Chesterfield, S41 7LF, United Kingdom","£2,145.00",£0.00,£0.00,£0.00,30/11/2019,27/12/2019,71566.0,90,68087,,,,False
SP0540781,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,"£1,043.70",01/11/2019,Unsolicited material to electors,Mortons Media Group Ltd,"Media Centre, Morton Way, Horncastle, LN9 6JR, United Kingdom","£1,043.70",£0.00,£0.00,£0.00,30/11/2019,27/12/2019,71565.0,90,68080,,,,False
SP0540780,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,"£3,037.54",31/10/2019,Unsolicited material to electors,Park Communications Ltd,"Alpine Way, London, E6 6LA, United Kingdom","£3,037.54",£0.00,£0.00,£0.00,30/11/2019,08/01/2019,71564.0,90,68290,,,,False
SP0540779,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,£525.68,30/10/2019,Unsolicited material to electors,Park Communications Ltd,"Alpine Way, London, E6 6LA, United Kingdom",£525.68,£0.00,£0.00,£0.00,31/10/2019,27/12/2019,71563.0,90,68290,,,,False
SP0540775,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,£267.22,11/11/2019,Advertising,Richard & Catherine Holmes,,£267.22,£0.00,£0.00,£0.00,11/11/2019,20/11/2019,71562.0,90,76738,,,,False
SP0540774,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,"£1,104.30",11/11/2019,Advertising,Letter Workshop Limited t/a Election Workshop,"Unit 3, Sheffield Street, MANCHESTER, MANCHESTER, M1 2ND, United Kingdom","£1,104.30",£0.00,£0.00,£0.00,20/12/2019,04/01/2020,71561.0,90,68079,,,,False
SP0540770,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,£311.02,25/11/2019,Unsolicited material to electors,Rockwell Print & Sign Ltd,"Unit 17, Cornishway East, Galmington Trading Estate, Taunton, Somerset, TA1 5LZ, United Kingdom",£311.02,£0.00,£0.00,£0.00,25/11/2019,17/12/2019,71560.0,90,76616,,,,False
SP0540769,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,"£3,245.98",30/11/2019,Unsolicited material to electors,Park Communications Ltd,"Alpine Way, London, E6 6LA, United Kingdom","£3,245.98",£0.00,£0.00,£0.00,30/11/2019,30/12/2019,71559.0,90,68290,,,,False
SP0540768,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,£543.46,21/11/2019,Unsolicited material to electors,Acanthus Press Ltd,"Unit 21, Ryelands Business Park, Bagley Road, WELLINGTON, TA21 9PZ, United Kingdom",£543.46,£0.00,£0.00,£0.00,27/11/2019,05/12/2019,71558.0,90,76332,,,,False
SP0540767,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,"£1,022.66",10/11/2019,Unsolicited material to electors,Mortons Media Group Ltd,"Media Centre, Morton Way, Horncastle, LN9 6JR, United Kingdom","£1,022.66",£0.00,£0.00,£0.00,10/11/2019,24/11/2019,71557.0,90,68080,,,,False
SP0540763,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,£439.32,05/11/2019,Unsolicited material to electors,Acanthus Press Ltd,"Unit 21, Ryelands Business Park, Bagley Road, WELLINGTON, TA21 9PZ, United Kingdom",£439.32,£0.00,£0.00,£0.00,12/11/2019,22/11/2019,71556.0,90,76332,,,,False
SP0540762,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,"£2,946.33",06/11/2019,Unsolicited material to electors,Postal Choices Ltd t/a Onepost,"Unit G8, Bolingbroke Way, Patchway, Bristol, BS34 6FE, United Kingdom","£2,946.33",£0.00,£0.00,£0.00,24/12/2019,24/12/2019,71555.0,90,68100,,,,False
SP0540761,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,£910.00,06/11/2019,Unsolicited material to electors,Mortons Media Group Ltd,"Media Centre, Morton Way, Horncastle, LN9 6JR, United Kingdom",£910.00,£0.00,£0.00,£0.00,17/12/2019,18/12/2019,71554.0,90,68080,,,,False
SP0540760,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,"£1,068.00",06/11/2019,Unsolicited material to electors,Lazar Print Ltd,"Unit 5a Garnett Close, Watford, WD24 7GN, United Kingdom","£1,068.00",£0.00,£0.00,£0.00,19/12/2019,19/12/2019,71553.0,90,68289,,,,False
SP0540759,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,£572.40,06/11/2019,Unsolicited material to electors,Whittington Moor Printing Works Ltd,"Unit 5, Stonegravels Lane, Chesterfield, S41 7LF, United Kingdom",£572.40,£0.00,£0.00,£0.00,19/12/2019,19/12/2019,71552.0,90,68087,,,,False
SP0540758,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,"£3,204.86",06/11/2019,Unsolicited material to electors,Park Communications Ltd,"Alpine Way, London, E6 6LA, United Kingdom","£3,204.86",£0.00,£0.00,£0.00,17/12/2019,18/12/2019,71551.0,90,68290,,,,False
SP0540757,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,£366.00,10/12/2019,Unsolicited material to electors,Lazar Print Ltd,"Unit 5a Garnett Close, Watford, WD24 7GN, United Kingdom",£366.00,£0.00,£0.00,£0.00,10/12/2019,10/12/2019,71550.0,90,68289,,,,False
SP0540756,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,£241.00,06/11/2019,Unsolicited material to electors,Lazar Print Ltd,"Unit 5a Garnett Close, Watford, WD24 7GN, United Kingdom",£241.00,£0.00,£0.00,£0.00,07/12/2019,10/12/2019,71549.0,90,68289,,,,False
SP0540754,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,"£1,080.00",06/11/2019,Advertising,Newsquest Media Group Ltd,"4th Floor Queens House, 55/56 Lincolns Inn Fields, Loudwater, London, WC2A 3LJ, United Kingdom","£1,080.00",£0.00,£0.00,£0.00,30/11/2019,30/11/2019,71548.0,90,68355,,,,False
SP0540752,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,£420.27,04/12/2019,Unsolicited material to electors,Character Graphics,"Unit 4 Georgiou Business Park, Smalls Yard, Dellers Wharf, Taunton, Somerset, TA1 1NU, United Kingdom",£420.27,£0.00,£0.00,£0.00,04/12/2019,05/12/2019,71547.0,90,76617,,,,False
SP0540751,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,"£2,740.89",30/11/2019,Unsolicited material to electors,Park Communications Ltd,"Alpine Way, London, E6 6LA, United Kingdom","£2,740.89",£0.00,£0.00,£0.00,30/11/2019,08/01/2020,71546.0,90,68290,,,,False
SP0540750,Liberal Democrats,UK Parliamentary general election 12/12/2019,Political Party,£658.58,09/12/2019,Unsolicited material to electors,Harlequin Press,"12 Bacon House Farm, Warren Road, Warren Road, Little Horwood, Milton Keynes, ZZ0 0ZZ, United Kingdom",£658.58,£0.00,£0.00,£0.00,07/01/2020,07/01/2020,71545.0,90,76737,,,,False
